,created_at,product_code,customer_code,status,tipo,nome_tipo
1014,2023-05-11 13:02:53,135032055,58130436,NORMAL,1,Elefante
1015,2023-05-11 13:01:47,61729217,3015535,NORMAL,1,Elefante
1021,2023-05-11 13:01:33,122559098,56178951,CRITICO,1,Elefante
1031,2023-05-11 13:01:36,134501928,19132234,CRITICO,1,Elefante
1041,2023-05-11 13:01:33,122558955,56178868,CRITICO,1,Elefante
1056,2023-05-11 13:01:47,135458062,29113269,NORMAL,1,Elefante
1093,2023-05-11 13:01:35,134502815,4212485,CRITICO,1,Elefante
1101,2023-05-11 13:01:47,135341765,27194834,NORMAL,1,Elefante
1108,2023-05-11 13:02:53,135030714,10190747,NORMAL,1,Elefante
1131,2023-05-11 13:01:47,134804377,2319163,CRITICO,1,Elefante
1132,2023-05-11 13:01:47,85575153,1917396,NORMAL,1,Elefante
1146,2023-05-11 13:02:53,135031271,47172253,NORMAL,1,Elefante
1173,2023-05-11 13:01:47,135341495,23185546,NORMAL,1,Elefante
1185,2023-05-11 13:01:47,103855574,18152747,NORMAL,1,Elefante
1191,2023-05-11 13:02:53,135030278,571338,NORMAL,1,Elefante
1197,2023-05-11 13:01:47,86032784,3317916,NORMAL,1,Elefante
1206,2023-05-11 13:01:35,122285502,56112435,CRITICO,1,Elefante
1211,2023-05-11 13:02:52,135028268,58117402,NORMAL,1,Elefante
1221,2023-05-11 13:01:47,81404361,1518152,CRITICO,1,Elefante
1228,2023-05-11 13:02:52,81398079,31191331,NORMAL,1,Elefante
1237,2023-05-11 13:01:47,97768841,1217866,NORMAL,1,Elefante
1241,2023-05-11 13:01:47,103910422,43110030,NORMAL,1,Elefante
1253,2023-05-11 13:01:34,122285873,56112563,CRITICO,1,Elefante
1258,2023-05-11 13:02:52,135028693,16114778,NORMAL,1,Elefante
1268,2023-05-11 13:01:32,122555508,48156153,CRITICO,1,Elefante
1278,2023-05-11 13:01:33,122557278,56178286,CRITICO,1,Elefante
1279,2023-05-11 13:02:52,135028268,58117402,NORMAL,1,Elefante
1284,2023-05-11 13:01:36,130387749,12143089,NORMAL,1,Elefante
1286,2023-05-11 13:01:34,122553034,56177418,CRITICO,1,Elefante
1303,2023-05-11 13:01:47,103894814,30140344,NORMAL,1,Elefante
1313,2023-05-11 13:01:35,122558870,56178820,CRITICO,1,Elefante
1321,2023-05-11 13:01:32,121569338,47155248,NORMAL,1,Elefante
1322,2023-05-11 13:01:47,90815099,551510,NORMAL,1,Elefante
1331,2023-05-11 13:02:52,81380340,28155892,NORMAL,1,Elefante
1336,2023-05-11 13:01:32,125863181,45104838,NORMAL,1,Elefante
1341,2023-05-11 13:01:33,122557509,56178348,CRITICO,1,Elefante
1342,2023-05-11 13:01:32,135360054,28104243,NORMAL,1,Elefante
1363,2023-05-11 13:01:34,121584026,48127404,NORMAL,1,Elefante
1385,2023-05-11 13:02:52,135025496,48150138,NORMAL,1,Elefante
1399,2023-05-11 13:01:46,93657142,86124,CRITICO,1,Elefante
1408,2023-05-11 13:01:47,103800830,30193688,NORMAL,1,Elefante
1425,2023-05-11 13:01:47,91204692,1811698,CRITICO,1,Elefante
1430,2023-05-11 13:01:33,122551721,56177069,CRITICO,1,Elefante
1438,2023-05-11 13:01:46,85446988,2110719,CRITICO,1,Elefante
1445,2023-05-11 13:01:46,77985543,251380,NORMAL,1,Elefante
1447,2023-05-11 13:01:47,96394697,1618052,NORMAL,1,Elefante
1458,2023-05-11 13:01:46,96378820,601834,NORMAL,1,Elefante
1478,2023-05-11 13:01:34,122557408,56178325,CRITICO,1,Elefante
1479,2023-05-11 13:01:46,127775950,1113479,NORMAL,1,Elefante
